,activity_type,acc_x,acc_y,acc_z
23984,Falling,-10,981,-50
23985,Falling,-9,982,-47
23986,Falling,-8,982,-45
23987,Falling,-7,981,-46
23988,Falling,-11,982,-46
23989,Falling,-6,981,-48
23990,Falling,-9,981,-47
23991,Falling,-11,981,-48
23992,Falling,-7,981,-45
23993,Falling,-7,981,-42
23994,Falling,-9,981,-49
23995,Falling,-9,981,-49
23996,Still,996,-24,37
23997,Still,997,-23,38
23998,Still,995,-24,38
23999,Still,995,-24,38
24000,Still,995,-24,38
24001,Still,997,-24,37
24002,Still,998,-24,37
24003,Still,995,-23,39
24004,Still,995,-23,39
24005,Still,995,-23,39
24006,Still,1000,-24,37
24007,Still,993,-23,37
24008,Still,993,-23,37
24009,Still,999,-24,37
24010,Still,994,-23,37
24011,Still,997,-24,37
24012,Still,996,-23,38
24013,Still,996,-23,38
24014,Still,996,-24,38
24015,Still,997,-24,37
24016,Still,995,-24,38
24017,Still,995,-24,38
24018,Still,997,-24,37
24019,Still,995,-23,38
24020,Still,997,-23,37
24021,Still,995,-24,37
24022,Still,995,-24,37
24023,Still,995,-23,38
24024,Still,996,-23,38
24025,Still,995,-23,36
24026,Still,995,-23,36
24027,Still,998,-24,37
24028,Still,996,-24,38
24029,Still,998,-24,38
24030,Still,998,-24,38
24031,Still,995,-23,37
24032,Still,999,-25,39
24033,Still,997,-24,36
24034,Still,995,-24,38
24035,Still,995,-24,38
24036,Still,995,-23,39
24037,Still,999,-24,36
24038,Still,993,-23,38
24039,Still,993,-23,38
24040,Still,1000,-26,37
24041,Still,998,-25,37
24042,Still,994,-24,37
24043,Still,999,-24,38
24044,Still,999,-24,38
24045,Still,994,-24,38
24046,Still,998,-25,36
24047,Still,994,-23,37
24048,Still,994,-23,37
24049,Still,997,-24,38
24050,Still,995,-23,37
24051,Still,995,-23,37
24052,Still,998,-25,37
24053,Still,998,-25,37
24054,Still,996,-24,38
24055,Still,996,-22,38
24056,Still,998,-25,38
24057,Still,998,-25,38
24058,Still,993,-23,36
24059,Still,998,-25,37
24060,Still,997,-24,36
24061,Still,995,-24,38
24062,Still,995,-24,38
24063,Still,999,-25,38
24064,Still,996,-24,37
24065,Still,998,-25,37
24066,Still,998,-25,37
24067,Still,996,-24,38
24068,Still,997,-24,38
24069,Still,997,-25,37
24070,Still,997,-25,36
24071,Still,997,-24,36
24072,Still,995,-23,39
24073,Still,998,-24,37
24074,Still,995,-24,37
24075,Still,995,-24,37
24076,Still,999,-25,38
24077,Still,997,-24,38
24078,Still,992,-24,38
24079,Still,992,-24,38
24080,Still,997,-24,37
24081,Still,999,-25,37
24082,Still,996,-24,36
24083,Still,996,-24,37
24084,Still,996,-24,37
24085,Still,996,-24,38
24086,Still,997,-24,38
24087,Still,998,-25,37
24088,Still,998,-25,37
24089,Still,996,-24,37
24090,Still,995,-24,38
24091,Still,999,-25,39
24092,Still,996,-24,37
24093,Still,996,-24,37
24094,Still,996,-24,36
24095,Still,996,-24,37
24096,Still,996,-24,38
24097,Still,996,-24,38
24098,Still,995,-24,37
24099,Still,997,-26,38
24100,Still,1001,-23,39
24101,Still,994,-23,37
24102,Still,994,-23,37
24103,Still,994,-27,36
24104,Still,998,-22,37
24105,Still,997,-23,38
24106,Still,997,-23,38
24107,Still,995,-26,38
24108,Still,997,-25,38
24109,Still,998,-23,37
24110,Still,995,-24,37
24111,Still,995,-24,37
24112,Still,998,-25,37
24113,Still,997,-25,37
24114,Still,996,-24,38
24115,Still,996,-24,38
24116,Still,995,-23,39
24117,Still,996,-25,37
24118,Still,998,-24,38
24119,Still,998,-24,38
24120,Still,994,-24,38
24121,Still,997,-24,37
24122,Still,998,-25,37
24123,Still,997,-24,37
24124,Still,997,-24,37
24125,Still,996,-25,38
24126,Still,997,-24,39
24127,Still,996,-22,37
24128,Still,996,-22,37
24129,Still,996,-26,37
24130,Still,995,-24,38
24131,Still,995,-22,38
24132,Still,999,-26,37
24133,Still,999,-26,37
24134,Still,995,-23,37
24135,Still,998,-25,38
24136,Still,998,-24,39
24137,Still,998,-24,39
24138,Still,995,-25,37
24139,Still,998,-25,36
24140,Still,996,-24,37
24141,Still,996,-24,38
24142,Still,996,-24,38
24143,Still,998,-24,37
24144,Still,996,-24,37
24145,Still,998,-24,37
24146,Still,998,-24,37
24147,Still,995,-24,37
24148,Still,996,-24,39
24149,Still,998,-24,38
24150,Still,995,-24,37
24151,Still,995,-24,37
24152,Still,996,-24,37
24153,Still,995,-24,37
24154,Still,997,-24,37
24155,Still,997,-24,37
24156,Still,996,-24,38
24157,Still,996,-24,38
24158,Still,997,-23,37
24159,Still,997,-23,37
24160,Still,995,-25,38
24161,Still,995,-24,37
24162,Still,998,-24,37
24163,Still,996,-24,38
24164,Still,996,-24,38
24165,Still,997,-23,37
24166,Still,996,-24,38
24167,Still,998,-25,37
24168,Still,998,-25,37
24169,Still,995,-24,37
24170,Still,995,-24,38
24171,Still,997,-23,37
24172,Still,995,-23,38
24173,Still,995,-23,38
24174,Still,997,-25,38
24175,Still,998,-24,37
24176,Still,994,-24,37
24177,Still,994,-24,37
24178,Still,996,-25,37
24179,Still,996,-24,37
24180,Still,997,-24,38
24181,Still,996,-24,38
24182,Still,996,-24,38
24183,Still,996,-24,37
24184,Still,996,-25,37
24185,Still,996,-24,38
24186,Still,996,-24,38
24187,Still,997,-24,37
24188,Still,997,-24,37
24189,Still,997,-25,37
24190,Still,996,-25,37
24191,Still,996,-25,37
24192,Still,998,-25,37
24193,Still,995,-24,38
24194,Still,995,-25,38
24195,Still,995,-25,38
24196,Still,998,-24,37
24197,Still,995,-23,36
24198,Still,996,-25,38
24199,Still,996,-25,38
24200,Still,998,-25,38
24201,Still,996,-24,37
24202,Still,996,-24,38
24203,Still,998,-24,37
24204,Still,998,-24,37
24205,Still,996,-25,37
24206,Still,997,-24,37
24207,Still,997,-24,38
24208,Still,997,-24,38
24209,Still,996,-24,38
24210,Still,997,-24,38
24211,Still,996,-24,37
24212,Still,997,-24,37
24213,Still,997,-24,37
24214,Still,996,-24,36
24215,Still,997,-25,39
24216,Still,996,-24,37
24217,Still,996,-24,37
24218,Still,996,-24,37
24219,Still,997,-24,38
24220,Still,997,-25,38
24221,Still,996,-24,38
24222,Still,996,-24,38
24223,Still,996,-24,37
24224,Still,997,-24,37
24225,Still,996,-24,37
24226,Still,996,-24,37
24227,Still,997,-24,37
24228,Still,995,-24,37
24229,Still,996,-25,38
24230,Still,996,-24,37
24231,Still,996,-24,37
24232,Still,996,-24,37
24233,Still,996,-25,38
24234,Still,996,-24,37
24235,Still,996,-24,37
24236,Still,997,-24,38
24237,Still,997,-25,37
24238,Still,996,-24,37
24239,Still,996,-24,37
24240,Still,996,-24,37
24241,Still,997,-24,37
24242,Still,997,-24,38
24243,Still,996,-24,37
24244,Still,996,-24,37
24245,Still,996,-24,37
24246,Still,997,-24,37
24247,Still,996,-25,38
24248,Still,996,-25,38
24249,Still,997,-24,37
24250,Still,996,-24,37
24251,Still,996,-24,37
24252,Still,997,-24,37
24253,Still,997,-24,37
24254,Still,997,-24,37
24255,Still,996,-24,37
24256,Still,996,-24,37
24257,Still,996,-24,37
24258,Still,996,-25,38
24259,Still,996,-25,37
24260,Still,997,-24,37
24261,Still,996,-25,37
24262,Still,996,-25,37
24263,Still,996,-24,38
24264,Still,996,-23,38
24265,Still,996,-24,37
24266,Still,996,-24,37
24267,Still,996,-24,38
24268,Still,997,-24,38
24269,Still,996,-24,38
24270,Still,996,-24,38
24271,Still,996,-24,38
24272,Still,996,-25,37
24273,Still,996,-24,38
24274,Still,996,-25,38
24275,Still,996,-25,38
24276,Still,996,-24,37
24277,Still,996,-25,38
24278,Still,996,-24,37
24279,Still,996,-24,38
24280,Still,996,-24,38
24281,Still,996,-24,37
24282,Still,996,-24,37
24283,Still,996,-24,37
24284,Still,996,-24,37
24285,Still,996,-24,38
24286,Still,996,-24,37
24287,Still,996,-24,37
24288,Still,996,-24,37
24289,Still,996,-24,37
24290,Still,997,-24,37
24291,Still,996,-24,37
24292,Still,996,-24,37
24293,Still,996,-24,37
24294,Still,996,-24,37
24295,Still,997,-24,38
24296,Still,997,-25,37
24297,Still,997,-25,37
24298,Still,997,-25,38
24299,Still,996,-24,37
24300,Still,996,-25,38
24301,Still,997,-24,38
24302,Still,997,-24,38
24303,Still,996,-24,37
24304,Still,997,-24,37
24305,Still,997,-24,38
24306,Still,997,-24,38
24307,Still,997,-24,37
24308,Still,997,-24,37
24309,Still,996,-24,37
24310,Still,997,-24,37
24311,Still,997,-24,37
24312,Still,996,-24,38
24313,Still,996,-25,38
24314,Still,996,-24,38
24315,Still,996,-24,38
24316,Still,996,-24,38
24317,Still,996,-24,37
24318,Still,998,-25,38
24319,Still,995,-24,36
24320,Still,995,-24,36
24321,Still,997,-25,37
24322,Still,997,-24,37
24323,Still,995,-24,38
24324,Still,995,-24,38
24325,Still,998,-25,38
24326,Still,996,-24,37
24327,Still,996,-25,37
24328,Still,996,-25,37
24329,Still,996,-24,38
24330,Still,995,-24,37
24331,Still,997,-25,37
24332,Still,998,-25,38
24333,Still,998,-25,38
24334,Still,996,-25,38
24335,Still,996,-24,37
24336,Still,996,-25,37
24337,Still,996,-25,37
24338,Still,997,-24,37
24339,Still,995,-24,37
24340,Still,998,-25,37
24341,Still,995,-24,37
24342,Still,995,-24,37
24343,Still,996,-24,37
24344,Still,995,-25,37
24345,Still,998,-24,37
24346,Still,998,-24,37
24347,Still,996,-25,38
24348,Still,997,-25,37
24349,Still,997,-24,38
24350,Still,995,-24,38
24351,Still,995,-24,38
24352,Still,997,-24,37
24353,Still,997,-25,38
24354,Still,997,-24,37
24355,Still,997,-24,37
24356,Still,996,-24,38
24357,Still,996,-24,38
24358,Still,996,-24,37
24359,Still,996,-24,37
24360,Still,996,-24,37
24361,Still,997,-25,38
24362,Still,995,-24,38
24363,Still,996,-25,37
24364,Still,996,-25,37
24365,Still,999,-23,36
24366,Still,994,-23,39
24367,Still,997,-26,36
24368,Still,998,-24,39
24369,Still,998,-24,39
24370,Still,996,-22,37
24371,Still,995,-25,38
24372,Still,996,-24,36
24373,Still,996,-24,36
24374,Still,996,-24,38
24375,Still,998,-24,37
24376,Still,996,-24,37
24377,Still,996,-24,37
24378,Still,998,-25,39
24379,Still,996,-26,35
24380,Still,997,-22,38
24381,Still,994,-24,40
24382,Still,994,-24,40
24383,Still,995,-23,38
24384,Still,998,-25,37
24385,Still,997,-25,37
24386,Still,997,-25,37
24387,Still,995,-24,38
24388,Still,998,-25,37
24389,Still,995,-24,36
24390,Still,999,-24,37
24391,Still,999,-24,37
24392,Still,995,-24,38
24393,Still,996,-24,39
24394,Still,997,-24,37
24395,Still,997,-24,37
24396,Still,996,-25,37
24397,Still,996,-24,38
24398,Still,994,-24,38
24399,Still,997,-25,37
24400,Still,997,-25,37
24401,Still,996,-25,37
24402,Still,996,-24,39
24403,Still,997,-25,38
24404,Still,997,-25,38
24405,Still,995,-25,38
24406,Still,996,-24,38
24407,Still,997,-24,38
24408,Still,996,-24,38
24409,Still,996,-24,38
24410,Still,997,-25,37
24411,Still,996,-24,37
24412,Still,996,-24,38
24413,Still,996,-24,38
24414,Still,997,-24,38
24415,Still,995,-24,37
24416,Still,997,-24,36
24417,Still,997,-24,36
24418,Still,997,-24,37
24419,Still,997,-25,38
24420,Still,997,-24,37
24421,Still,995,-24,37
24422,Still,995,-24,37
24423,Still,1000,-25,38
24424,Still,993,-24,37
24425,Still,999,-24,38
24426,Still,999,-24,38
24427,Still,1001,-25,37
24428,Still,999,-25,35
24429,Still,1003,-26,35
24430,Still,986,-21,40
24431,Still,986,-21,40
24432,Still,995,-24,40
24433,Still,996,-24,35
24434,Still,991,-23,37
24435,Still,991,-23,37
24436,Still,997,-23,39
24437,Still,993,-22,40
24438,Still,998,-25,37
24439,Still,996,-24,34
24440,Still,996,-24,34
24441,Still,996,-24,37
24442,Still,997,-22,40
24443,Still,995,-23,38
24444,Still,995,-23,38
24445,Still,999,-25,34
24446,Still,995,-23,36
24447,Still,996,-23,40
24448,Still,995,-23,37
24449,Still,995,-23,37
24450,Still,996,-24,36
24451,Still,997,-24,37
24452,Still,995,-23,37
24453,Still,995,-23,37
24454,Still,997,-23,38
24455,Still,996,-23,37
24456,Still,997,-24,36
24457,Still,997,-24,36
24458,Still,996,-24,38
24459,Still,996,-22,38
24460,Still,997,-24,37
24461,Still,996,-24,36
24462,Still,996,-24,36
24463,Still,997,-23,37
24464,Still,996,-23,39
24465,Still,997,-24,38
24466,Still,997,-24,38
24467,Still,996,-23,37
24468,Still,996,-24,37
24469,Still,997,-23,37
24470,Still,996,-24,38
24471,Still,996,-24,38
24472,Still,997,-23,37
24473,Still,997,-24,37
24474,Still,996,-23,37
24475,Still,996,-23,37
24476,Still,996,-24,38
24477,Still,997,-24,37
24478,Still,996,-23,36
24479,Still,996,-23,38
24480,Still,996,-23,38
24481,Still,996,-23,38
24482,Still,996,-24,38
24483,Still,996,-24,37
24484,Still,996,-24,37
24485,Still,998,-23,38
24486,Still,995,-25,37
24487,Still,996,-24,37
24488,Still,997,-22,38
24489,Still,997,-22,38
24490,Still,997,-24,37
24491,Still,996,-22,38
24492,Still,996,-23,37
24493,Still,996,-23,37
24494,Still,997,-24,37
24495,Still,996,-23,37
24496,Still,996,-24,37
24497,Still,996,-24,37
24498,Still,996,-24,38
24499,Still,996,-24,37
24500,Still,996,-23,37
24501,Still,996,-23,37
24502,Still,996,-23,37
24503,Still,996,-23,37
24504,Still,996,-24,37
24505,Still,997,-24,37
24506,Still,997,-24,37
24507,Still,997,-24,38
24508,Still,997,-24,37
24509,Still,997,-23,38
24510,Still,997,-24,37
24511,Still,997,-24,37
24512,Still,996,-24,37
24513,Still,996,-24,37
24514,Still,996,-24,38
24515,Still,996,-24,38
24516,Still,997,-24,37
24517,Still,996,-24,38
24518,Still,998,-22,38
24519,Still,995,-28,37
24520,Still,995,-28,37
24521,Still,999,-18,37
24522,Still,994,-29,37
24523,Still,997,-29,35
24524,Still,997,-29,35
24525,Still,997,-16,41
24526,Still,995,-25,37
24527,Still,997,-23,38
24528,Still,996,-24,38
24529,Still,996,-24,38
24530,Still,998,-22,38
24531,Still,996,-25,35
24532,Still,996,-25,38
24533,Still,996,-25,38
24534,Still,995,-24,37
24535,Still,996,-24,38
24536,Still,996,-24,37
24537,Still,996,-24,37
24538,Still,997,-24,37
24539,Still,996,-24,38
24540,Still,997,-24,37
24541,Still,997,-23,37
24542,Still,997,-23,37
24543,Still,996,-24,38
24544,Still,997,-23,38
24545,Still,997,-24,38
24546,Still,997,-24,38
24547,Still,996,-24,37
24548,Still,996,-24,38
24549,Still,996,-24,37
24550,Still,997,-24,37
24551,Still,997,-24,37
24552,Still,996,-24,37
24553,Still,996,-24,37
24554,Still,997,-23,37
24555,Still,997,-23,37
24556,Still,996,-24,38
24557,Still,996,-24,38
24558,Still,996,-24,38
24559,Still,997,-24,37
24560,Still,997,-24,37
24561,Still,996,-25,38
24562,Still,997,-24,38
24563,Still,996,-23,37
24564,Still,996,-23,37
24565,Still,997,-24,38
24566,Still,997,-24,38
24567,Still,996,-24,38
24568,Still,997,-24,37
24569,Still,997,-24,37
24570,Still,997,-24,38
24571,Still,996,-24,38
24572,Still,996,-24,37
24573,Still,996,-24,37
24574,Still,996,-24,38
24575,Still,997,-24,37
24576,Still,996,-23,37
24577,Still,996,-23,37
24578,Still,996,-24,37
24579,Still,996,-24,37
24580,Still,996,-24,37
24581,Still,996,-25,37
24582,Still,996,-25,37
24583,Still,997,-23,38
24584,Still,996,-24,39
24585,Still,996,-24,38
24586,Still,996,-24,38
24587,Still,996,-23,37
24588,Still,997,-24,37
24589,Still,997,-25,38
24590,Still,996,-24,37
24591,Still,996,-24,37
24592,Still,996,-23,38
24593,Still,997,-24,38
24594,Still,996,-24,37
24595,Still,996,-24,37
24596,Still,996,-24,38
24597,Still,996,-23,37
24598,Still,996,-24,38
24599,Still,996,-24,38
24600,Still,996,-24,38
24601,Still,997,-24,37
24602,Still,996,-23,37
24603,Still,997,-24,38
24604,Still,997,-24,38
24605,Still,996,-24,37
24606,Still,996,-24,38
24607,Still,996,-25,37
24608,Still,997,-24,37
24609,Still,997,-24,37
24610,Still,996,-23,38
24611,Still,997,-24,38
24612,Still,996,-24,37
24613,Still,996,-24,37
24614,Still,996,-24,38
24615,Still,996,-24,38
24616,Still,997,-23,37
24617,Still,996,-24,37
24618,Still,996,-24,37
24619,Still,996,-24,37
24620,Still,997,-23,38
24621,Still,996,-24,38
24622,Still,996,-24,38
24623,Still,997,-24,37
24624,Still,997,-24,37
24625,Still,996,-23,37
24626,Still,996,-23,37
24627,Still,997,-24,37
24628,Still,996,-24,37
24629,Still,997,-24,37
24630,Still,996,-24,37
24631,Still,996,-24,37
24632,Still,996,-24,38
24633,Still,996,-24,38
24634,Still,996,-24,37
24635,Still,996,-24,37
24636,Still,997,-24,37
24637,Still,997,-23,37
24638,Still,996,-24,37
24639,Still,996,-25,37
24640,Still,996,-25,37
24641,Still,996,-24,38
24642,Still,996,-23,38
24643,Still,996,-24,37
24644,Still,996,-24,37
24645,Still,996,-24,37
24646,Still,997,-23,38
24647,Still,996,-24,38
24648,Still,996,-23,38
24649,Still,996,-23,38
24650,Still,997,-24,38
24651,Still,997,-25,37
24652,Still,996,-24,37
24653,Still,996,-24,37
24654,Still,997,-24,37
24655,Still,997,-24,37
24656,Still,996,-24,37
24657,Still,997,-24,38
24658,Still,997,-24,38
24659,Still,996,-24,37
24660,Still,996,-24,37
24661,Still,996,-24,37
24662,Still,996,-24,37
24663,Still,996,-24,37
24664,Still,997,-23,36
24665,Still,997,-24,38
24666,Still,997,-24,38
24667,Still,996,-23,38
24668,Still,996,-24,37
24669,Still,996,-24,37
24670,Still,997,-24,37
24671,Still,997,-24,37
24672,Still,996,-24,38
24673,Still,996,-23,38
24674,Still,997,-24,37
24675,Still,997,-24,37
24676,Still,996,-24,38
24677,Still,996,-24,37
24678,Still,997,-23,37
24679,Still,996,-24,38
24680,Still,996,-24,38
24681,Still,997,-24,37
24682,Still,997,-23,37
24683,Still,996,-24,37
24684,Still,996,-24,37
24685,Still,997,-24,38
24686,Still,996,-23,37
24687,Still,996,-23,38
24688,Still,996,-24,37
24689,Still,996,-24,37
24690,Still,997,-24,38
24691,Still,996,-23,38
24692,Still,997,-24,37
24693,Still,997,-24,37
24694,Still,997,-23,38
24695,Still,996,-23,38
24696,Still,996,-23,38
24697,Still,996,-23,37
24698,Still,996,-24,37
24699,Still,996,-24,37
24700,Still,997,-23,38
24701,Still,996,-24,37
24702,Still,996,-24,37
24703,Still,996,-23,37
24704,Still,996,-24,38
24705,Still,997,-24,37
24706,Still,997,-24,37
24707,Still,996,-23,37
24708,Still,996,-24,37
24709,Still,995,-24,38
24710,Still,996,-24,37
24711,Still,996,-24,37
24712,Still,996,-24,37
24713,Still,996,-24,37
24714,Still,997,-23,38
24715,Still,997,-23,38
24716,Still,996,-24,37
24717,Still,996,-23,37
24718,Still,996,-24,37
24719,Still,996,-24,38
24720,Still,996,-24,38
24721,Still,996,-23,38
24722,Still,996,-24,37
24723,Still,997,-24,37
24724,Still,997,-24,37
24725,Still,997,-24,37
24726,Still,997,-24,38
24727,Still,996,-24,38
24728,Still,996,-24,38
24729,Still,996,-24,38
24730,Still,996,-24,37
24731,Still,996,-24,38
24732,Still,996,-24,38
24733,Still,996,-24,38
24734,Still,996,-23,37
24735,Still,996,-23,38
24736,Still,996,-24,37
24737,Still,996,-24,38
24738,Still,996,-24,38
24739,Still,996,-24,37
24740,Still,996,-23,37
24741,Still,996,-23,38
24742,Still,996,-23,38
24743,Still,996,-24,37
24744,Still,996,-24,38
24745,Still,997,-24,38
24746,Still,997,-24,38
24747,Still,996,-24,38
24748,Still,996,-24,37
24749,Still,997,-24,38
24750,Still,996,-23,37
24751,Still,996,-23,37
24752,Still,996,-24,37
24753,Still,996,-24,37
24754,Still,996,-25,37
24755,Still,996,-25,37
24756,Still,994,-23,38
24757,Still,988,-22,39
24758,Still,1019,-29,35
24759,Still,987,-23,36
24760,Still,987,-23,36
24761,Still,988,-22,38
24762,Still,1009,-24,39
24763,Still,978,-24,36
24764,Still,978,-24,36
24765,Still,1015,-24,37
24766,Still,984,-23,37
24767,Still,1002,-25,40
24768,Still,997,-25,37
24769,Still,997,-24,38
24770,Still,996,-25,38
24771,Still,997,-24,38
24772,Still,997,-24,38
24773,Still,997,-24,38
24774,Still,996,-24,38
24775,Still,997,-24,39
24776,Still,996,-24,38
24777,Still,996,-24,38
24778,Still,997,-24,38
24779,Still,997,-24,38
24780,Still,996,-24,38
24781,Still,996,-24,38
24782,Still,997,-24,39
24783,Still,997,-24,38
24784,Still,997,-24,38
24785,Still,997,-24,38
24786,Still,996,-24,39
24787,Still,996,-24,38
24788,Still,996,-24,38
24789,Still,997,-25,38
24790,Still,997,-25,38
24791,Still,997,-25,38
24792,Still,996,-23,38
24793,Still,997,-24,38
24794,Still,997,-24,38
24795,Still,996,-25,38
24796,Still,997,-24,38
24797,Still,996,-25,37
24798,Still,997,-24,39
24799,Still,997,-24,39
24800,Still,997,-25,38
24801,Still,996,-25,38
24802,Still,997,-24,38
24803,Still,997,-24,38
24804,Still,997,-24,38
24805,Still,997,-24,38
24806,Still,997,-24,38
24807,Still,996,-25,38
24808,Still,996,-25,38
24809,Still,997,-24,38
24810,Still,997,-24,39
24811,Still,996,-25,38
24812,Still,996,-25,38
24813,Still,996,-24,38
24814,Still,997,-24,38
24815,Still,996,-25,38
24816,Still,996,-25,38
24817,Still,996,-24,38
24818,Still,996,-24,38
24819,Still,997,-24,38
24820,Still,997,-24,38
24821,Still,997,-24,38
24822,Still,996,-25,38
24823,Still,997,-25,38
24824,Still,996,-24,38
24825,Still,996,-24,38
24826,Still,997,-25,38
24827,Still,997,-24,38
24828,Still,996,-24,38
24829,Still,997,-24,38
24830,Still,997,-24,38
24831,Still,996,-24,38
24832,Still,996,-24,38
24833,Still,996,-25,38
24834,Still,996,-25,38
24835,Still,996,-25,39
24836,Still,997,-24,38
24837,Still,997,-24,38
24838,Still,997,-24,38
24839,Still,997,-24,38
24840,Still,997,-24,38
24841,Still,997,-24,38
24842,Still,996,-24,38
24843,Still,996,-24,38
24844,Still,997,-24,38
24845,Still,996,-24,38
24846,Still,996,-24,38
24847,Still,996,-24,38
24848,Still,996,-24,37
24849,Still,997,-24,38
24850,Still,996,-24,39
24851,Still,996,-24,38
24852,Still,996,-24,38
24853,Still,997,-24,39
24854,Still,996,-25,38
24855,Still,996,-24,38
24856,Still,996,-24,38
24857,Still,997,-24,38
24858,Still,996,-24,37
24859,Still,997,-24,38
24860,Still,997,-24,38
24861,Still,997,-24,38
24862,Still,996,-25,38
24863,Still,997,-24,38
24864,Still,996,-24,38
24865,Still,996,-24,38
24866,Still,997,-25,38
24867,Still,997,-24,38
24868,Still,997,-24,38
24869,Still,997,-24,38
24870,Still,997,-24,38
24871,Still,996,-24,38
24872,Still,997,-24,38
24873,Still,996,-24,38
24874,Still,996,-24,38
24875,Still,997,-24,38
24876,Still,997,-25,38
24877,Still,997,-24,38
24878,Still,997,-24,39
24879,Still,997,-24,39
24880,Still,997,-24,37
24881,Still,996,-24,38
24882,Still,996,-25,38
24883,Still,996,-25,38
24884,Still,997,-25,37
24885,Still,997,-25,38
24886,Still,997,-24,38
24887,Still,997,-24,38
24888,Still,996,-24,38
24889,Still,996,-24,38
24890,Still,997,-24,38
24891,Still,996,-24,39
24892,Still,996,-24,39
24893,Still,997,-24,38
24894,Still,997,-24,38
24895,Still,996,-25,38
24896,Still,996,-25,38
24897,Still,996,-24,38
24898,Still,996,-24,38
24899,Still,997,-24,38
24900,Still,996,-24,38
24901,Still,996,-24,38
24902,Still,996,-24,38
24903,Still,997,-23,38
24904,Still,997,-25,37
24905,Still,997,-25,37
24906,Still,997,-24,38
24907,Still,997,-24,38
24908,Still,996,-24,38
24909,Still,996,-24,38
24910,Still,996,-24,38
24911,Still,996,-24,38
24912,Still,996,-24,38
24913,Still,997,-25,38
24914,Still,997,-25,38
24915,Still,996,-24,38
24916,Still,997,-24,38
24917,Still,996,-24,38
24918,Still,996,-24,38
24919,Still,997,-25,38
24920,Still,997,-24,38
24921,Still,996,-24,38
24922,Still,998,-24,37
24923,Still,998,-24,37
24924,Still,997,-24,38
24925,Still,997,-24,38
24926,Still,997,-24,38
24927,Still,997,-24,38
24928,Still,996,-24,38
24929,Still,997,-24,38
24930,Still,997,-24,38
24931,Still,996,-24,37
24932,Still,996,-24,37
24933,Still,997,-24,39
24934,Still,997,-24,38
24935,Still,997,-24,37
24936,Still,997,-24,37
24937,Still,997,-24,38
24938,Still,996,-24,37
24939,Still,997,-24,38
24940,Still,996,-24,39
24941,Still,996,-24,39
24942,Still,996,-24,38
24943,Still,997,-25,38
24944,Still,996,-24,38
24945,Still,996,-24,38
24946,Still,996,-24,39
24947,Still,997,-24,38
24948,Still,996,-24,39
24949,Still,996,-24,38
24950,Still,997,-24,38
24951,Still,997,-24,37
24952,Still,997,-25,38
24953,Still,997,-23,38
24954,Still,997,-23,38
24955,Still,996,-24,38
24956,Still,998,-24,38
24957,Still,997,-24,38
24958,Still,997,-24,38
24959,Still,997,-25,38
24960,Still,997,-24,38
24961,Still,996,-24,38
24962,Still,998,-24,38
24963,Still,998,-24,38
24964,Still,996,-25,38
24965,Still,997,-24,39
24966,Still,996,-23,38
24967,Still,996,-23,38
24968,Still,996,-24,39
24969,Still,997,-25,38
24970,Still,995,-24,38
24971,Still,997,-24,38
24972,Still,997,-24,38
24973,Still,995,-24,38
24974,Still,998,-25,37
24975,Still,996,-24,37
24976,Still,996,-24,37
24977,Still,996,-24,39
24978,Still,997,-24,38
24979,Still,997,-24,38
24980,Still,998,-24,38
24981,Still,998,-24,38
24982,Still,996,-24,39
24983,Still,997,-24,38
24984,Still,996,-24,38
24985,Still,996,-24,38
24986,Still,997,-24,38
24987,Still,997,-24,38
24988,Still,996,-25,38
24989,Still,996,-25,38
24990,Still,997,-25,38
24991,Still,997,-24,37
24992,Still,996,-24,38
24993,Still,996,-23,38
24994,Still,996,-23,38
24995,Still,998,-25,39
24996,Still,995,-23,38
24997,Still,998,-25,38
24998,Still,998,-25,38
24999,Still,995,-24,38
25000,Still,996,-23,39
25001,Still,997,-24,38
25002,Still,995,-24,38
25003,Still,995,-24,38
25004,Still,998,-24,38
25005,Still,996,-24,38
25006,Still,996,-24,38
25007,Still,996,-24,38
25008,Still,997,-24,38
25009,Still,996,-24,38
25010,Still,999,-24,40
25011,Still,995,-22,35
25012,Still,995,-22,35
25013,Still,996,-25,39
25014,Still,997,-24,38
25015,Still,995,-24,38
25016,Still,995,-24,38
25017,Still,999,-24,38
25018,Still,995,-24,38
25019,Still,996,-25,39
25020,Still,996,-25,39
25021,Still,998,-24,39
25022,Still,996,-24,39
25023,Still,997,-24,39
25024,Still,995,-25,38
25025,Still,995,-25,38
25026,Still,998,-24,38
25027,Still,997,-24,38
25028,Still,996,-24,38
25029,Still,996,-24,38
25030,Still,997,-24,38
25031,Still,996,-25,39
25032,Still,998,-24,38
25033,Still,996,-24,38
25034,Still,996,-24,38
25035,Still,997,-24,38
25036,Still,996,-24,39
25037,Still,996,-24,38
25038,Still,996,-24,38
25039,Still,997,-24,37
25040,Still,996,-24,38
25041,Still,997,-24,38
25042,Still,996,-24,38
25043,Still,996,-24,38
25044,Still,997,-24,37
25045,Still,996,-24,39
25046,Still,996,-24,38
25047,Still,996,-24,38
25048,Still,997,-24,38
25049,Still,996,-24,38
25050,Still,997,-25,38
25051,Still,997,-25,38
25052,Still,996,-24,38
25053,Still,996,-24,38
25054,Still,997,-25,37
25055,Still,997,-24,38
