,activity_type,acc_x,acc_y,acc_z
43082,Shaking,1002,273,74
43083,Shaking,1003,127,187
43084,Shaking,1003,127,187
43085,Shaking,1063,-11,259
43086,Shaking,971,-16,288
43087,Shaking,793,14,221
43088,Shaking,911,0,460
43089,Shaking,911,0,460
43090,Shaking,1211,-293,427
43091,Shaking,968,-233,341
43092,Shaking,1011,-332,258
43093,Shaking,1011,-332,258
43094,Shaking,1014,-179,22
43095,Shaking,977,-18,-229
43096,Shaking,996,64,-279
43097,Shaking,1009,195,-346
43098,Shaking,1009,195,-346
43099,Shaking,1012,164,-310
43100,Shaking,1030,117,-94
43101,Shaking,1018,233,-355
43102,Shaking,1018,233,-355
43103,Shaking,1000,-31,-16
43104,Shaking,978,-93,43
43105,Shaking,957,-78,126
43106,Shaking,957,-78,126
43107,Shaking,901,-80,256
43108,Shaking,962,-144,311
43109,Shaking,983,-170,381
43110,Shaking,1012,-127,397
43111,Shaking,1012,-127,397
43112,Shaking,1089,-196,29
43113,Shaking,997,-15,-123
43114,Shaking,999,57,-133
43115,Shaking,999,57,-133
43116,Shaking,983,131,-124
43117,Shaking,1077,97,-21
43118,Shaking,996,117,-176
43119,Shaking,1030,-10,-91
43120,Shaking,1030,-10,-91
43121,Shaking,983,-75,-32
43122,Shaking,926,-78,147
43123,Shaking,952,-126,236
43124,Shaking,952,-126,236
43125,Shaking,927,-111,372
43126,Shaking,953,-113,406
43127,Shaking,953,-78,378
43128,Shaking,953,-78,378
43129,Shaking,1019,-63,353
43130,Shaking,1067,-73,357
43131,Shaking,934,-90,147
43132,Shaking,1042,100,-13
43133,Shaking,1042,100,-13
43134,Shaking,1005,173,-192
43135,Shaking,1009,186,-279
43136,Shaking,1052,220,-403
43137,Shaking,1052,220,-403
43138,Shaking,997,99,-298
43139,Shaking,1042,-65,-232
43140,Shaking,953,-101,-95
43141,Shaking,964,-128,31
43142,Shaking,964,-128,31
43143,Shaking,968,-154,157
43144,Shaking,944,-171,216
43145,Shaking,953,-180,324
43146,Shaking,953,-180,324
43147,Shaking,1110,-205,384
43148,Shaking,812,-101,770
43149,Shaking,985,-56,88
43150,Shaking,985,-56,88
43151,Shaking,1026,117,109
43152,Shaking,980,103,18
43153,Shaking,996,158,-197
43154,Shaking,1057,135,-169
43155,Shaking,1057,135,-169
43156,Shaking,968,172,-349
43157,Shaking,1040,-15,-115
43158,Shaking,975,-93,-84
43159,Shaking,975,-93,-84
43160,Shaking,986,-152,87
43161,Shaking,952,-135,166
43162,Shaking,943,-72,205
43163,Shaking,1011,-108,480
43164,Shaking,1011,-108,480
43165,Shaking,1055,-112,476
43166,Shaking,994,-127,552
43167,Shaking,966,34,181
43168,Shaking,966,34,181
43169,Shaking,957,83,75
43170,Shaking,1037,81,-187
43171,Shaking,1037,100,-333
43172,Shaking,1037,100,-333
43173,Shaking,1007,68,-341
43174,Shaking,963,126,-453
43175,Shaking,1069,-12,-247
43176,Shaking,1004,-2,-200
43177,Shaking,1004,-2,-200
43178,Shaking,989,-69,-74
43179,Shaking,967,-133,100
43180,Shaking,942,-163,237
43181,Shaking,942,-163,237
43182,Shaking,939,-208,346
43183,Shaking,983,-221,458
43184,Shaking,1106,-251,447
43185,Shaking,943,-81,388
43186,Shaking,943,-81,388
43187,Shaking,994,19,95
43188,Shaking,1007,139,85
43189,Shaking,1003,218,18
43190,Shaking,1003,218,18
43191,Shaking,1016,201,51
43192,Shaking,1010,144,31
43193,Shaking,1025,89,-7
43194,Shaking,1025,89,-7
43195,Shaking,953,90,-49
43196,Shaking,923,63,-114
43197,Shaking,939,-21,-156
43198,Shaking,1139,-157,-124
43199,Shaking,1139,-157,-124
43200,Shaking,1008,-188,-101
43201,Shaking,970,-226,-23
43202,Shaking,961,-222,14
43203,Shaking,961,-222,14
43204,Shaking,991,-245,161
43205,Shaking,998,-171,232
43206,Shaking,1049,-33,218
43207,Shaking,971,117,284
43208,Shaking,971,117,284
43209,Shaking,1018,151,201
43210,Shaking,996,197,220
43211,Shaking,1013,150,111
43212,Shaking,1013,150,111
43213,Shaking,977,119,-51
43214,Shaking,956,92,-149
43215,Shaking,954,24,-230
43216,Shaking,954,24,-230
43217,Shaking,1078,-164,-185
43218,Shaking,1002,-149,-151
43219,Shaking,987,-215,-54
43220,Shaking,958,-174,22
43221,Shaking,958,-174,22
43222,Shaking,990,-190,158
43223,Shaking,1047,-162,251
43224,Shaking,989,-80,322
43225,Shaking,989,-80,322
43226,Shaking,1003,16,279
43227,Shaking,999,188,133
43228,Shaking,1007,185,129
43229,Shaking,979,131,65
43230,Shaking,979,131,65
43231,Shaking,1021,95,-62
43232,Shaking,946,100,-167
43233,Shaking,951,60,-217
43234,Shaking,951,60,-217
43235,Shaking,1089,-83,-192
43236,Shaking,1005,-135,-183
43237,Shaking,976,-185,-119
43238,Shaking,976,-185,-119
43239,Shaking,950,-197,-24
43240,Shaking,978,-229,67
43241,Shaking,1030,-272,199
43242,Shaking,1016,-170,333
43243,Shaking,1016,-170,333
43244,Shaking,1005,-77,358
43245,Shaking,1009,94,237
43246,Shaking,994,218,216
43247,Shaking,994,218,216
43248,Shaking,999,181,247
43249,Shaking,1002,167,117
43250,Shaking,1023,162,-52
43251,Shaking,987,159,-87
43252,Shaking,987,159,-87
43253,Shaking,929,135,-129
43254,Shaking,972,55,-110
43255,Shaking,1050,-114,-88
43256,Shaking,1050,-114,-88
43257,Shaking,991,-182,-117
43258,Shaking,1003,-279,-22
43259,Shaking,975,-238,37
43260,Shaking,975,-238,37
43261,Shaking,983,-179,28
43262,Shaking,1047,-209,59
43263,Shaking,992,-137,154
43264,Shaking,988,-8,204
43265,Shaking,988,-8,204
43266,Shaking,1017,85,121
43267,Shaking,1019,214,70
43268,Shaking,996,237,0
43269,Shaking,996,237,0
43270,Shaking,992,107,35
43271,Shaking,961,117,-38
43272,Shaking,936,88,-103
43273,Shaking,1076,-89,-104
43274,Shaking,1076,-89,-104
43275,Shaking,981,-147,-118
43276,Shaking,992,-223,-88
43277,Shaking,939,-185,-48
43278,Shaking,939,-185,-48
43279,Shaking,1068,-264,43
43280,Shaking,1007,-232,263
43281,Shaking,981,-130,307
43282,Shaking,981,-130,307
43283,Shaking,994,-20,255
43284,Shaking,1032,125,226
43285,Shaking,1003,279,52
43286,Shaking,993,179,169
43287,Shaking,993,179,169
43288,Shaking,999,110,79
43289,Shaking,998,137,-45
43290,Shaking,934,139,-149
43291,Shaking,934,139,-149
43292,Shaking,909,83,-236
43293,Shaking,1128,-183,-151
43294,Shaking,972,-120,-135
43295,Shaking,981,-282,-57
43296,Shaking,981,-282,-57
43297,Shaking,993,-262,15
43298,Shaking,1025,-265,95
43299,Shaking,1013,-207,127
43300,Shaking,1013,-207,127
43301,Shaking,985,-89,227
43302,Shaking,990,4,251
43303,Shaking,1009,109,202
43304,Shaking,1009,109,202
43305,Shaking,1038,229,151
43306,Shaking,994,272,13
43307,Shaking,984,116,33
43308,Shaking,927,111,-42
43309,Shaking,927,111,-42
43310,Shaking,980,75,-124
43311,Shaking,1064,-83,-109
43312,Shaking,976,-148,-145
43313,Shaking,976,-148,-145
43314,Shaking,998,-250,-45
43315,Shaking,962,-234,20
43316,Shaking,1036,-237,80
43317,Shaking,1036,-237,195
43318,Shaking,1014,-210,195
43319,Shaking,982,-77,210
43320,Shaking,1014,22,224
43321,Shaking,1007,186,130
43322,Shaking,1007,186,130
43323,Shaking,985,249,73
43324,Shaking,984,140,107
43325,Shaking,997,44,-45
43326,Shaking,997,44,-45
43327,Shaking,976,23,-173
43328,Shaking,1016,-72,-196
43329,Shaking,1012,-152,-154
43330,Shaking,976,-143,-188
43331,Shaking,976,-143,-188
43332,Shaking,978,-142,-166
43333,Shaking,994,-156,-111
43334,Shaking,1061,-111,35
43335,Shaking,1061,-111,35
43336,Shaking,978,3,353
43337,Shaking,1036,70,387
43338,Shaking,984,261,259
43339,Shaking,984,261,259
43340,Shaking,1014,82,384
43341,Shaking,947,-27,183
43342,Shaking,933,22,-58
43343,Shaking,1019,-2,-167
43344,Shaking,1019,-2,-167
43345,Shaking,1034,-54,-168
43346,Shaking,1000,-61,-193
43347,Shaking,989,-97,-114
43348,Shaking,989,-97,-114
43349,Shaking,984,-55,-24
43350,Shaking,1016,29,224
43351,Shaking,1026,78,464
43352,Shaking,987,86,538
43353,Shaking,987,86,538
43354,Shaking,969,70,377
43355,Shaking,949,3,203
43356,Shaking,1007,-74,-39
43357,Shaking,1007,-74,-39
43358,Shaking,1036,-171,-297
43359,Shaking,1003,-185,-450
43360,Shaking,999,-50,-330
43361,Shaking,999,-50,-330
43362,Shaking,1011,-23,-282
43363,Shaking,995,-55,-177
43364,Shaking,1002,-15,-98
43365,Shaking,1002,4,234
43366,Shaking,1002,4,234
43367,Shaking,1004,48,279
43368,Shaking,1006,106,432
43369,Shaking,1005,101,482
43370,Shaking,1005,101,482
43371,Shaking,984,65,292
43372,Shaking,897,70,202
43373,Shaking,1026,-24,46
43374,Shaking,1020,-117,-238
43375,Shaking,1020,-117,-238
43376,Shaking,1005,-144,-327
43377,Shaking,1009,-98,-260
43378,Shaking,1004,-45,-294
43379,Shaking,1004,-45,-294
43380,Shaking,978,-55,-240
43381,Shaking,1031,-44,-73
43382,Shaking,1010,-30,416
43383,Shaking,1010,-30,416
43384,Shaking,1015,110,324
43385,Shaking,982,106,375
43386,Shaking,963,-12,363
43387,Shaking,941,31,79
43388,Shaking,941,31,79
43389,Shaking,1057,-31,-91
43390,Shaking,1005,-87,-175
43391,Falling,999,-5,-10
43392,Falling,996,-14,-13
43393,Falling,1000,33,-78
43394,Falling,1002,-71,59
43395,Falling,987,-23,-22
43396,Falling,1042,-86,7
43397,Falling,1034,208,-24
43398,Falling,1102,-160,-7
43399,Falling,1106,-30,-63
43400,Falling,1035,-68,-93
43401,Falling,950,72,-209
43402,Falling,854,64,-355
43403,Falling,816,9,-439
43404,Falling,774,-30,-531
43405,Falling,816,6,-564
43406,Falling,657,-17,-673
43407,Falling,603,-13,-724
43408,Falling,615,2,-737
43409,Falling,476,-22,-774
43410,Falling,236,-130,-855
43411,Falling,106,14,-944
43412,Falling,2,-11,-1015
43413,Falling,-42,-20,-1034
43414,Falling,52,-33,-1013
43415,Falling,19,-13,-986
43416,Falling,-59,-124,-1052
43417,Falling,-197,28,-1084
43418,Falling,-63,-40,-1025
43419,Falling,84,0,-929
43420,Falling,363,-51,-779
43421,Falling,568,-7,-661
43422,Falling,780,-13,-564
43423,Falling,825,5,-551
43424,Falling,807,-28,-521
43425,Falling,839,22,-434
43426,Falling,1042,-42,-335
43427,Falling,986,-2,-271
43428,Falling,872,-21,-193
43429,Falling,936,-75,-48
43430,Falling,882,-29,-7
43431,Falling,1085,68,43
43432,Falling,994,-144,-92
43433,Falling,974,127,44
43434,Falling,1016,-22,12
43435,Falling,1078,55,155
43436,Falling,1181,130,-293
43437,Falling,1104,-89,-55
43438,Falling,985,-117,79
43439,Falling,927,-283,-71
43440,Falling,833,-379,52
43441,Falling,804,-524,9
43442,Falling,649,-688,52
43443,Falling,560,-740,17
43444,Falling,486,-797,54
43445,Falling,337,-939,45
43446,Falling,270,-966,31
43447,Falling,194,-970,34
43448,Falling,130,-998,74
43449,Falling,25,-1053,82
43450,Falling,-36,-1022,86
43451,Falling,11,-1013,80
43452,Falling,-10,-1040,58
43453,Falling,-33,-1063,87
43454,Falling,-5,-1125,60
43455,Falling,36,-1119,52
43456,Falling,181,-913,81
43457,Falling,399,-756,32
43458,Falling,496,-781,24
43459,Falling,649,-725,0
43460,Falling,755,-627,43
43461,Falling,782,-524,2
43462,Falling,848,-494,37
43463,Falling,953,-365,-1
43464,Falling,975,-271,-9
43465,Falling,956,-298,4
43466,Falling,961,-243,-20
43467,Falling,1000,-143,3
43468,Falling,977,24,2
43469,Falling,854,146,-37
43470,Falling,1020,-93,-52
43471,Falling,1001,53,21
43472,Falling,985,-35,-3
43473,Falling,1006,-65,-84
43474,Falling,1030,-88,8
43475,Falling,999,26,-7
43476,Falling,1002,68,-10
43477,Falling,979,182,-31
43478,Falling,935,279,-4
43479,Falling,906,343,-20
43480,Falling,869,424,-7
43481,Falling,804,523,-65
43482,Falling,747,594,-16
43483,Falling,674,700,-24
43484,Falling,612,740,-36
43485,Falling,533,811,-3
43486,Falling,327,891,-56
43487,Falling,336,881,-27
43488,Falling,308,915,-21
43489,Falling,182,985,-21
43490,Falling,119,1051,-32
43491,Falling,46,1000,-31
43492,Falling,21,1037,-53
43493,Falling,9,1020,-44
43494,Falling,-3,960,-28
43495,Falling,-12,969,14
43496,Falling,-13,982,-17
43497,Falling,0,1011,-26
43498,Falling,-71,1178,19
43499,Falling,14,1079,-66
43500,Falling,122,971,-2
43501,Falling,275,908,-74
43502,Falling,476,758,-52
43503,Falling,692,596,-12
43504,Falling,730,548,37
43505,Falling,916,285,-8
43506,Falling,948,247,-38
43507,Falling,972,143,-54
43508,Falling,981,40,-33
43509,Falling,939,35,32
43510,Falling,972,112,96
43511,Falling,1021,-141,-48
43512,Falling,1014,4,8
43513,Falling,988,-70,-21
43514,Falling,972,1,77
43515,Falling,940,-3,292
43516,Falling,922,-3,335
43517,Falling,877,20,444
43518,Falling,808,60,541
43519,Falling,759,20,653
43520,Falling,683,12,751
43521,Falling,607,57,804
43522,Falling,519,30,886
43523,Falling,468,1,938
43524,Falling,361,-17,945
43525,Falling,279,47,983
43526,Falling,229,39,1030
43527,Falling,207,87,1038
43528,Falling,79,71,1042
43529,Falling,32,89,1066
43530,Falling,43,59,1035
43531,Falling,9,50,1043
43532,Falling,-18,43,1026
43533,Falling,57,83,996
43534,Falling,46,49,1085
43535,Falling,76,23,1080
43536,Falling,98,14,1047
43537,Falling,268,86,1020
43538,Falling,375,109,974
43539,Falling,384,12,894
43540,Falling,570,94,814
43541,Falling,627,-26,746
43542,Falling,773,92,638
43543,Falling,841,40,485
43544,Falling,885,-17,388
43545,Falling,922,14,273
43546,Falling,954,-55,163
43547,Falling,986,54,75
43548,Falling,960,-302,281
43549,Falling,1096,47,-107
43550,Falling,978,82,25
43551,Falling,986,105,-15
43552,Falling,1040,26,-38
43553,Falling,1164,152,20
43554,Falling,1053,-68,139
43555,Falling,1002,-94,29
43556,Falling,1044,-30,30
43557,Falling,899,-310,81
43558,Falling,914,-355,19
43559,Falling,908,-427,41
43560,Falling,744,-585,99
43561,Falling,705,-635,94
43562,Falling,589,-744,141
43563,Falling,517,-830,110
43564,Falling,464,-848,78
43565,Falling,346,-881,156
43566,Falling,200,-946,57
43567,Falling,116,-977,107
43568,Falling,3,-1035,125
43569,Falling,-103,-1067,105
43570,Falling,-41,-1003,152
43571,Falling,7,-999,93
43572,Falling,18,-1011,96
43573,Falling,-15,-1039,131
43574,Falling,-65,-1079,16
43575,Falling,-35,-1125,98
43576,Falling,-20,-1019,102
43577,Falling,190,-957,74
43578,Falling,384,-874,120
43579,Falling,488,-761,53
43580,Falling,645,-692,122
43581,Falling,706,-663,122
43582,Falling,810,-535,59
43583,Falling,819,-501,95
43584,Falling,910,-326,-7
43585,Falling,951,-262,54
43586,Falling,1001,-213,29
43587,Falling,998,-82,27
43588,Falling,1021,-16,93
43589,Falling,1371,3,23
43590,Falling,1021,91,59
43591,Falling,1010,61,-6
43592,Falling,1022,-80,110
43593,Falling,1119,22,119
43594,Falling,1086,-56,49
43595,Falling,1024,18,-44
43596,Falling,1005,-1,-110
43597,Falling,936,19,-235
43598,Falling,908,-15,-317
43599,Falling,844,-58,-421
43600,Falling,703,9,-600
43601,Falling,570,-29,-705
43602,Falling,456,-84,-765
43603,Falling,359,-110,-809
43604,Falling,219,-72,-895
43605,Falling,104,-121,-1044
43606,Falling,136,-123,-938
43607,Falling,171,-21,-944
43608,Falling,5,-99,-1044
43609,Falling,31,-61,-1001
43610,Falling,59,-75,-916
43611,Falling,-5,-71,-992
43612,Falling,1,-97,-987
43613,Falling,-60,-75,-1020
43614,Falling,-135,-62,-1091
43615,Falling,-42,-91,-999
43616,Falling,170,-103,-882
43617,Falling,261,-59,-883
43618,Falling,367,-56,-797
43619,Falling,623,-41,-631
43620,Falling,708,12,-576
43621,Falling,812,-9,-438
43622,Falling,921,-58,-309
43623,Falling,957,-19,-209
43624,Falling,850,-31,-103
43625,Falling,985,-29,25
43626,Falling,1229,156,71
43627,Falling,986,-236,51
43628,Falling,997,-7,26
43629,Falling,996,2,18
43630,Falling,1002,-5,32
43631,Falling,1008,-13,63
43632,Falling,1009,193,231
43633,Falling,992,-471,168
43634,Falling,1048,108,22
43635,Falling,1060,-96,78
43636,Falling,968,140,29
43637,Falling,905,283,20
43638,Falling,849,419,-17
43639,Falling,780,518,-11
43640,Falling,746,543,24
43641,Falling,556,759,-61
43642,Falling,524,818,-26
43643,Falling,392,915,-33
43644,Falling,366,872,-42
43645,Falling,131,888,-24
43646,Falling,-6,1019,-46
43647,Falling,-103,1036,-35
43648,Falling,-14,986,-20
43649,Falling,-36,1004,-33
43650,Falling,-13,1144,-44
43651,Falling,-202,985,-51
43652,Falling,197,940,-49
43653,Falling,297,880,-34
43654,Falling,385,823,-61
43655,Falling,617,741,42
43656,Falling,629,694,-41
43657,Falling,729,593,-8
43658,Falling,846,439,18
43659,Falling,900,352,17
43660,Falling,897,320,12
43661,Falling,969,176,7
43662,Falling,944,116,82
43663,Falling,967,8,38
43664,Falling,947,97,15
43665,Falling,1009,-61,-25
43666,Falling,1012,-7,-87
43667,Falling,973,-22,62
43668,Falling,916,-46,219
43669,Falling,902,36,327
43670,Falling,833,26,546
43671,Falling,773,27,638
43672,Falling,698,22,691
43673,Falling,661,64,731
43674,Falling,541,-12,844
43675,Falling,473,32,891
43676,Falling,365,2,950
43677,Falling,271,73,944
43678,Falling,202,107,1019
43679,Falling,141,98,1077
43680,Falling,103,169,1120
43681,Falling,56,61,1068
43682,Falling,30,70,1033
43683,Falling,-152,-1,1032
43684,Falling,124,52,1107
43685,Falling,133,29,1071
43686,Falling,193,52,1076
43687,Falling,303,33,996
43688,Falling,381,14,941
43689,Falling,547,52,803
43690,Falling,634,35,755
43691,Falling,754,154,643
43692,Falling,720,-259,709
43693,Falling,858,54,463
43694,Falling,876,107,407
43695,Falling,967,-35,127
43696,Falling,990,67,38
43697,Falling,990,-11,122
43698,Falling,1113,99,30
43699,Falling,1019,-15,-84
43700,Falling,1017,22,95
43701,Falling,1302,164,67
43702,Falling,1183,-66,-65
43703,Falling,780,-91,-46
43704,Falling,861,-355,-33
43705,Falling,731,-650,176
43706,Falling,703,-546,0
43707,Falling,565,-700,73
43708,Falling,387,-909,136
43709,Falling,354,-983,110
43710,Falling,236,-971,109
43711,Falling,259,-944,93
43712,Falling,159,-954,92
43713,Falling,176,-1025,48
43714,Falling,29,-1037,99
43715,Falling,-129,-1193,119
43716,Falling,-20,-1170,148
43717,Falling,72,-1040,93
43718,Falling,296,-738,60
43719,Falling,441,-734,34
43720,Falling,589,-745,90
43721,Falling,607,-683,95
43722,Falling,738,-395,58
43723,Falling,945,-229,-17
43724,Falling,1119,-112,-25
43725,Falling,1206,-76,96
43726,Falling,1093,223,22
43727,Falling,1029,-127,24
43728,Falling,1004,-200,77
43729,Falling,1133,145,64
43730,Falling,1155,132,99
43731,Falling,1115,-22,27
43732,Falling,941,107,-104
43733,Falling,981,-88,-180
43734,Falling,943,-131,-165
43735,Falling,914,-107,-382
43736,Falling,725,0,-531
43737,Falling,591,-34,-661
43738,Falling,549,-59,-731
43739,Falling,534,-88,-778
43740,Falling,419,-64,-830
43741,Falling,292,-57,-886
43742,Falling,235,-68,-902
43743,Falling,47,-65,-1093
43744,Falling,-131,-99,-1110
43745,Falling,-24,-39,-1074
43746,Falling,250,-74,-868
43747,Falling,450,-62,-739
43748,Falling,565,-36,-667
43749,Falling,704,-90,-554
43750,Falling,805,-10,-453
43751,Falling,827,1,-325
43752,Falling,947,47,-173
43753,Falling,1088,-169,14
43754,Falling,1036,43,-21
43755,Falling,963,23,38
43756,Falling,884,-74,16
43757,Falling,1024,-18,108
43758,Falling,1126,-81,-30
43759,Falling,1042,-57,8
43760,Falling,963,98,30
43761,Falling,876,340,21
43762,Falling,827,437,14
43763,Falling,755,549,-5
43764,Falling,682,643,-39
43765,Falling,491,759,-33
43766,Falling,408,887,-22
43767,Falling,267,988,-19
43768,Falling,294,973,-11
43769,Falling,57,976,-71
43770,Falling,85,1001,-91
43771,Falling,67,950,-30
43772,Falling,-17,1028,-40
43773,Falling,101,1132,-81
43774,Falling,-15,982,-39
43775,Falling,-31,1058,-54
43776,Falling,99,1143,-19
43777,Falling,-90,1089,-51
43778,Falling,-119,975,-16
43779,Falling,471,848,-30
43780,Falling,500,792,-105
43781,Falling,573,699,29
43782,Falling,789,427,-85
43783,Falling,852,307,67
43784,Falling,937,167,6
43785,Falling,1035,33,109
43786,Falling,1043,-50,90
43787,Falling,1021,79,-21
43788,Falling,1005,17,48
43789,Falling,1008,-57,-113
43790,Falling,1018,0,-107
43791,Falling,1003,31,-57
43792,Falling,928,-14,236
43793,Falling,881,21,417
43794,Falling,862,-16,446
43795,Falling,708,-11,599
43796,Falling,674,60,709
43797,Falling,561,80,958
43798,Falling,328,57,1036
43799,Falling,489,99,904
43800,Falling,300,-27,908
43801,Falling,172,29,964
43802,Falling,197,126,1065
43803,Falling,119,56,1079
43804,Falling,65,74,1143
43805,Falling,21,64,1032
43806,Falling,23,50,1015
43807,Falling,7,60,1061
43808,Falling,64,80,1181
43809,Falling,115,83,1174
43810,Falling,195,25,1040
43811,Falling,300,-21,1007
43812,Falling,489,-48,842
43813,Falling,611,52,718
43814,Falling,740,75,606
43815,Falling,778,35,510
43816,Falling,896,-33,390
43817,Falling,936,5,264
43818,Falling,955,13,151
43819,Falling,992,21,28
43820,Falling,981,243,260
43821,Falling,991,14,-57
43822,Falling,1002,45,-43
43823,Falling,1008,-189,-139
43824,Falling,1025,189,-10
43825,Falling,1128,24,190
43826,Falling,1052,-100,112
43827,Falling,995,-190,27
43828,Falling,846,-159,47
43829,Falling,833,-417,0
43830,Falling,604,-747,103
43831,Falling,731,-626,74
43832,Falling,592,-692,160
43833,Falling,588,-769,27
43834,Falling,356,-871,114
43835,Falling,390,-757,33
43836,Falling,237,-936,202
43837,Falling,-70,-1022,201
43838,Falling,-178,-1494,126
43839,Falling,-13,-980,94
43840,Falling,37,-989,92
43841,Falling,2,-1012,85
43842,Falling,-10,-1016,108
43843,Falling,-1,-1012,105
43844,Falling,50,-994,63
43845,Falling,6,-1009,94
43846,Falling,-6,-1008,98
43847,Falling,19,-999,93
43848,Falling,16,-1006,101
43849,Falling,35,-1059,116
43850,Falling,-205,-1083,117
43851,Falling,1,-1150,97
43852,Falling,146,-1044,94
43853,Falling,167,-900,112
43854,Falling,294,-862,107
43855,Falling,429,-856,84
43856,Falling,539,-715,57
43857,Falling,693,-469,102
43858,Falling,895,-373,33
43859,Falling,909,-182,87
43860,Falling,1082,-88,37
43861,Falling,1137,30,-40
43862,Falling,1523,114,1
43863,Falling,1003,-38,9
43864,Falling,1003,-9,55
43865,Falling,994,-1,51
43866,Falling,1133,71,139
43867,Falling,1173,-64,178
43868,Falling,1046,-29,25
43869,Falling,1003,-58,-105
43870,Falling,799,89,-364
43871,Falling,814,49,-404
43872,Falling,795,-25,-516
43873,Falling,632,-109,-579
43874,Falling,490,-72,-756
43875,Falling,397,-43,-837
43876,Falling,278,-115,-904
43877,Falling,330,-29,-911
43878,Falling,207,-71,-906
43879,Falling,180,-70,-900
43880,Falling,72,-24,-931
43881,Falling,-229,-122,-1556
43882,Falling,50,-46,-957
43883,Falling,6,-95,-977
43884,Falling,6,-97,-978
43885,Falling,10,-71,-974
43886,Falling,7,-63,-973
43887,Falling,-8,-66,-983
43888,Falling,-1,-78,-978
43889,Falling,2,-68,-977
43890,Falling,0,-68,-977
43891,Falling,6,-79,-974
43892,Falling,-19,-57,-988
43893,Falling,0,-103,-987
43894,Falling,-64,-27,-1017
43895,Falling,-91,-42,-1040
43896,Falling,-63,-106,-1028
43897,Falling,-82,-45,-1064
43898,Falling,123,-20,-881
43899,Falling,400,-1,-631
43900,Falling,622,-83,-572
43901,Falling,778,-101,-456
43902,Falling,834,-15,-410
43903,Falling,879,-13,-304
43904,Falling,901,31,-122
43905,Falling,970,25,6
43906,Falling,1505,-127,206
43907,Falling,1003,-12,62
43908,Falling,1029,39,66
43909,Falling,1007,23,-7
43910,Falling,996,-27,8
43911,Falling,1006,-5,12
43912,Falling,981,119,250
43913,Falling,965,-13,138
43914,Falling,993,-68,21
43915,Falling,1009,-103,-8
43916,Falling,998,-104,55
43917,Falling,1098,-74,10
43918,Falling,957,227,20
43919,Falling,879,314,14
43920,Falling,809,495,-8
43921,Falling,643,604,13
43922,Falling,582,680,-18
43923,Falling,537,780,6
43924,Falling,360,907,-27
43925,Falling,186,890,-88
43926,Falling,276,1075,-1
43927,Falling,46,1093,-98
43928,Falling,21,1150,-61
43929,Falling,-124,972,-26
43930,Falling,-9,982,-40
43931,Falling,-6,979,-41
43932,Falling,-10,980,-57
43933,Falling,-8,982,-37
43934,Falling,-10,982,-36
43935,Falling,-6,982,-46
43936,Falling,-8,981,-42
43937,Falling,56,989,12
43938,Falling,42,1001,-107
43939,Falling,135,1237,-45
43940,Falling,105,932,32
43941,Falling,9,893,-36
43942,Falling,298,1023,-56
43943,Falling,642,678,14
43944,Falling,606,661,-40
43945,Falling,725,516,51
43946,Falling,917,135,-5
43947,Falling,999,-11,77
43948,Falling,1426,-400,84
43949,Falling,1002,-70,68
43950,Falling,1006,-48,40
43951,Falling,1012,-5,-47
43952,Falling,1009,-20,-27
43953,Falling,942,-18,144
43954,Falling,902,40,385
43955,Falling,865,1,478
43956,Falling,829,44,519
43957,Falling,753,-18,720
43958,Falling,612,0,748
43959,Falling,515,-33,955
43960,Falling,375,55,916
43961,Falling,371,98,998
43962,Falling,240,84,935
43963,Falling,192,45,1038
43964,Falling,113,108,1032
43965,Falling,67,134,1046
43966,Falling,92,15,1166
43967,Falling,79,78,1014
43968,Falling,68,-36,1043
43969,Falling,27,67,1030
43970,Falling,34,62,1007
43971,Falling,24,129,1119
43972,Falling,89,-11,1125
43973,Falling,130,33,1168
43974,Falling,232,43,1024
43975,Falling,423,73,888
43976,Falling,541,88,688
43977,Falling,673,69,677
43978,Falling,839,-25,534
43979,Falling,860,-47,422
43980,Falling,912,-70,138
43981,Falling,921,168,68
43982,Falling,1016,-47,84
43983,Falling,996,34,-8
43984,Falling,1009,-67,42
43985,Falling,1011,35,12
43986,Falling,1004,27,28
43987,Falling,1001,13,14
43988,Falling,1008,-22,50
43989,Falling,991,26,86
43990,Falling,1021,113,53
43991,Falling,997,-10,-39
43992,Falling,1147,-90,110
43993,Falling,1274,-197,144
43994,Falling,1037,4,-3
43995,Falling,874,13,28
43996,Falling,961,-446,-46
43997,Falling,791,-380,89
43998,Falling,682,-636,181
43999,Falling,518,-830,108
44000,Falling,612,-700,87
44001,Falling,299,-1019,88
44002,Falling,355,-863,96
44003,Falling,256,-946,57
44004,Falling,195,-989,115
44005,Falling,50,-866,56
44006,Falling,-303,-1306,168
44007,Falling,10,-1014,123
44008,Falling,-40,-1035,81
44009,Falling,-113,-1086,157
44010,Falling,-78,-1215,72
44011,Falling,44,-922,89
44012,Falling,228,-834,44
44013,Falling,531,-751,128
44014,Falling,741,-595,82
44015,Falling,773,-502,-24
44016,Falling,892,-428,22
44017,Falling,864,-457,165
44018,Falling,909,-311,65
44019,Falling,1028,-150,33
44020,Falling,962,-220,96
44021,Falling,1235,111,198
44022,Falling,989,-117,64
44023,Falling,1150,-42,21
44024,Falling,1172,-5,10
44025,Falling,968,83,-206
44026,Falling,835,-80,-315
44027,Falling,696,-52,-477
44028,Falling,662,-79,-617
